index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off,gps
1326,19-20,Jul 14 2019,1,Morten Krogh,Nature Energy Park,1653,Horsens,Nordsjælland,Lost,Won,0,3,0,3,0,1,7,14,0.06,0.04,13,10,0,0,2,0,4,5,"12,847,222",3.35,2.06,0,0,1,2.02,3,11,4,3,"[55.397745, 10.35022492586062]"
1327,19-20,Jul 14 2019,1,Jørgen Daugbjerg Burchardt,Ceres Park,2971,Lyngby,AaB,Won,Lost,3,0,2,0,1,0,11,11,0.06,0.04,17,12,0,0,1,2,1,9,3.02,3.55,2.15,0,0,1.39,"8,402,778",7,8,4,3,"[56.1327356, 10.196762]"
1328,19-20,Jul 14 2019,1,Michael Tykgaard,Brøndby Stadion (Brøndby),9067,OB,København,Lost,Won,0,3,2,3,2,1,17,14,0.59,0.41,11,11,0,0,2,2,7,2,3.45,3.45,2.05,0,0,2.11,"8,819,444",10,7,7,7,"[55.6480283, 12.4154952]"
1329,19-20,Jul 14 2019,1,Mads-Kristoffer Kristoffersen,No value,13056,Brøndby,Silkeborg,Won,Lost,3,0,3,0,2,0,16,5,0.04,0.06,9,5,0,0,0,1,6,1,1.43,"21,180,556",6.45,0,0,2.09,"5,347,222",8,3,8,2,"[None, None]"
1330,19-20,Jul 15 2019,1,Peter Kjærsgaard-Andersen,MCH Arena (Herning),4236,Hobro,AGF,Draw,Draw,1,1,1,1,0,0,10,15,"4,652,778",0.33,10,7,0,0,2,3,4,4,3.06,3.35,2.05,0,0,1.15,"10,069,444",3,5,7,10,"[56.1169164, 8.951716477487706]"
1331,19-20,Jul 19 2019,2,Anders Poulsen,Sydbank Park (Haderslev),16053,København,AGF,Won,Lost,3,0,2,1,1,0,11,8,0.51,0.49,13,20,0,0,2,2,5,4,1.43,5.02,7.35,0,"10,069,444",1.33,1.05,6,3,5,5,"[55.2613291, 9.487707200000001]"
1332,19-20,Jul 21 2019,2,Sandi Putros,CASA Arena Horsens (Horsens),3535,Silkeborg,Horsens,Lost,Won,0,3,0,3,0,2,8,17,0.39,"4,236,111",6,7,0,0,2,0,12,10,2.01,3.55,3.02,0,0,1.18,2.02,2,11,6,6,"[55.87177805, 9.8575207272862]"
1333,19-20,Jul 21 2019,2,Jakob Kehlet,Lyngby Stadion (Lyngby),4355,AaB,Sønderjyske,Draw,Draw,1,1,1,1,0,0,14,8,0.48,0.52,11,14,0,0,3,2,8,3,2.45,3.04,"13,541,667",0,0,"9,375",1.04,6,4,8,4,"[55.7813228, 12.505714505112913]"
1334,19-20,Jul 21 2019,2,Jørgen Daugbjerg Burchardt,Nature Energy Park (Odense),4452,Esbjerg,Hobro,Draw,Draw,1,1,1,1,1,0,12,6,0.46,0.54,13,17,0,0,2,3,5,3,1.08,3.05,4.05,0,0,"9,930,556","6,388,889",10,4,2,2,"[55.397745, 10.35022492586062]"
1335,19-20,Jul 21 2019,2,Michael Tykgaard,Brøndby Stadion (Brøndby),5984,Randers,Brøndby,Draw,Draw,1,1,2,2,1,1,13,15,"4,791,667",0.31,7,6,0,1,2,1,2,6,"9,097,222","17,708,333",4.03,0,0,1.41,"9,375",6,5,7,10,"[55.6480283, 12.4154952]"
1336,19-20,Jul 21 2019,2,Jens Maae,DS Arena (Hobro),6142,Midtjylland,Nordsjælland,Won,Lost,3,0,2,1,1,1,17,8,"4,236,111",0.39,6,11,0,0,2,4,5,9,1.59,4.25,5.05,"9,097,222",2.02,2.02,1.01,9,2,8,6,"[56.633153750000005, 9.817017587976746]"
1337,19-20,Jul 22 2019,2,Morten Krogh,Telia Parken (København),6339,OB,Lyngby,Won,Lost,3,0,4,1,1,1,12,5,0.32,"4,722,222",10,12,0,0,4,4,5,1,1.48,4.55,6,2.11,0,"9,583,333",0.07,8,3,4,2,"[55.70270425, 12.572263776860414]"
1338,19-20,Jul 26 2019,3,Benjamin Willaume-Jantzen,JYSK park (Silkeborg),3168,Lyngby,Sønderjyske,Lost,Won,0,3,0,3,0,0,8,16,0.49,0.51,10,15,0,0,2,2,5,3,3.25,"17,013,889",2.05,1.39,1.04,"6,875",2.01,2,9,6,7,"[56.184187, 9.5751522579733]"
1339,19-20,Jul 27 2019,3,Jakob Kehlet,Aalborg Portland Park (Aalborg),3565,Horsens,København,Lost,Won,0,3,0,2,0,0,8,13,"4,791,667",0.31,10,7,0,0,3,0,2,10,6.45,4.45,1.45,1,"8,819,444","6,736,111",1.59,2,6,6,7,"[57.05203525, 9.898599342025985]"
1340,19-20,Jul 28 2019,3,Jakob A. Sundberg,Blue Water Arena (Esbjerg),2812,Hobro,Randers,Draw,Draw,1,1,2,2,1,1,12,9,0.45,0.55,7,13,0,1,1,1,2,4,"17,013,889",3.25,2.05,1.15,1.16,1.39,1.34,5,6,7,3,"[55.48194305, 8.438397123328269]"
1341,19-20,Jul 28 2019,3,Sandi Putros,Cepheus Park Randers (Randers),1982,Nordsjælland,Esbjerg,Won,Lost,3,0,2,0,0,0,7,12,0.39,"4,236,111",15,8,0,0,2,0,8,3,"9,513,889","18,402,778",4.15,0,1.07,1.13,1.51,4,6,3,6,"[56.46607165, 10.010154126188361]"
1342,19-20,Jul 28 2019,3,Mads-Kristoffer Kristoffersen,MCH Arena (Herning),11739,AGF,Midtjylland,Lost,Won,0,3,0,1,0,0,11,7,0.43,0.57,10,16,0,0,3,5,7,3,3,3.35,2.03,0,0,1.37,1.08,5,4,6,3,"[56.1169164, 8.951716477487706]"
1343,19-20,Jul 28 2019,3,Peter Kjærsgaard-Andersen,Nature Energy Park (Odense),13689,Brøndby,OB,Won,Lost,3,0,3,2,1,1,14,7,0.42,0.58,8,7,0,0,2,2,3,1,2.35,3.05,"14,236,111",2.09,0,"10,763,889",1.14,9,6,5,1,"[55.397745, 10.35022492586062]"
1344,19-20,Jul 29 2019,3,Jens Maae,Lyngby Stadion (Lyngby),5885,AaB,Silkeborg,Won,Lost,3,0,3,1,3,0,12,5,0.58,0.42,7,12,0,0,1,2,3,7,1.59,4.15,5.02,"9,375","5,347,222",1.51,"5,486,111",7,3,5,2,"[55.7813228, 12.505714505112913]"
1345,19-20,Aug 02 2019,4,Mikkel Redder,CASA Arena Horsens (Horsens),3468,Silkeborg,Hobro,Lost,Won,0,3,2,3,1,1,14,9,0.42,0.58,10,5,0,0,0,3,6,4,2.05,3.04,"12,847,222",1.18,"6,388,889","9,375",1.18,6,5,8,4,"[55.87177805, 9.8575207272862]"
1346,19-20,Aug 03 2019,4,Peter Kjærsgaard-Andersen,DS Arena (Hobro),7417,Sønderjyske,København,Lost,Won,0,3,1,2,0,1,8,13,0.53,0.47,22,13,0,0,4,3,4,3,3.55,3.05,2,1.46,"8,541,667",1.03,1.05,3,5,5,8,"[56.633153750000005, 9.817017587976746]"
1347,19-20,Aug 04 2019,4,Aydin Uslu,Right to Dream Park (Farum),3111,Randers,Nordsjælland,Won,Lost,3,0,3,1,3,0,13,13,"4,513,889",0.35,15,8,0,0,1,2,6,10,2.04,3.04,"14,236,111",1.41,1.52,"8,680,556","9,861,111",9,7,4,6,"[55.81619865, 12.353032590985052]"
1348,19-20,Aug 04 2019,4,Benjamin Willaume-Jantzen,Ceres Park (Århus),4454,Esbjerg,OB,Lost,Won,0,3,0,1,0,0,9,4,0.55,0.45,12,17,0,0,5,4,4,2,3.25,3.45,2.15,"9,930,556",1.14,1.26,"5,069,444",5,2,4,2,"[56.1327356, 10.196762]"
1349,19-20,Aug 04 2019,4,Anders Poulsen,Brøndby Stadion (Brøndby),15148,Brøndby,Horsens,Lost,Won,0,3,1,2,1,1,11,12,0.38,"4,305,556",9,8,0,0,3,3,9,7,1.39,"23,263,889","30,902,778",2.02,2.02,1.41,"8,888,889",5,6,6,6,"[55.6480283, 12.4154952]"
1350,19-20,Aug 04 2019,4,Morten Krogh,Aalborg Portland Park (Aalborg),7965,Midtjylland,AaB,Won,Lost,3,0,1,0,0,0,11,8,0.47,0.53,12,11,1,0,2,1,4,7,1.53,4.02,"27,430,556","10,208,333","8,402,778",1.23,1.02,3,6,8,2,"[57.05203525, 9.898599342025985]"
1351,19-20,Aug 05 2019,4,Jens Maae,JYSK park (Silkeborg),5475,Lyngby,AGF,Won,Lost,3,0,2,1,0,1,11,7,0.58,0.42,12,13,0,0,2,2,2,6,3.09,"18,402,778","9,930,556",1.19,1.45,1.31,1.25,6,4,5,3,"[56.184187, 9.5751522579733]"
1352,19-20,Aug 09 2019,5,Sandi Putros,Sydbank Park (Haderslev),15747,København,Lyngby,Won,Lost,3,0,2,0,0,0,14,4,0.42,0.58,9,11,0,0,1,5,9,5,1.26,5.08,10.25,1.33,0.07,"9,652,778","4,930,556",7,2,7,2,"[55.2613291, 9.487707200000001]"
1353,19-20,Aug 09 2019,5,Jakob Kehlet,Cepheus Park Randers (Randers),6978,OB,Randers,Won,Lost,3,0,1,0,0,0,8,14,0.46,0.54,16,12,0,0,2,1,8,3,"9,930,556","17,013,889",4.05,"10,763,889",1.25,1.32,1.52,6,5,2,9,"[56.46607165, 10.010154126188361]"
1354,19-20,Aug 11 2019,5,Jørgen Daugbjerg Burchardt,Blue Water Arena (Esbjerg),2030,Nordsjælland,Silkeborg,Draw,Draw,1,1,2,2,0,2,16,9,0.45,0.55,12,7,1,0,0,2,13,3,1.43,"22,569,444",6.05,1.13,"5,416,667",2.16,1.16,8,6,8,3,"[55.48194305, 8.438397123328269]"
1355,19-20,Aug 11 2019,5,Peter Kjærsgaard-Andersen,Brøndby Stadion (Brøndby),4380,AaB,Esbjerg,Won,Lost,3,0,4,0,4,0,11,7,0.05,0.05,15,12,0,0,1,4,6,4,2.15,3.02,3.45,"8,541,667",1.29,1.06,"5,069,444",8,0,3,7,"[55.6480283, 12.4154952]"
1356,19-20,Aug 11 2019,5,Michael Tykgaard,MCH Arena (Herning),3179,Horsens,Midtjylland,Lost,Won,0,3,0,2,0,1,10,8,0.55,0.45,10,22,0,0,1,3,4,7,3.06,"17,708,333","10,486,111","6,875",1.08,1.37,1.39,5,7,5,1,"[56.1169164, 8.951716477487706]"
1357,19-20,Aug 11 2019,5,Mads-Kristoffer Kristoffersen,Lyngby Stadion (Lyngby),4186,Hobro,Brøndby,Lost,Won,0,3,0,2,0,0,9,9,"4,375",0.37,9,9,0,1,1,2,6,5,4,"18,402,778",1.08,1.27,"9,375",1.02,1.39,3,6,6,3,"[55.7813228, 12.505714505112913]"
1358,19-20,Aug 12 2019,5,Morten Krogh,Telia Parken (København),5160,Sønderjyske,AGF,Draw,Draw,1,1,0,0,0,0,12,7,0.51,0.49,12,13,0,1,0,2,7,2,2.02,3.45,3.01,1.24,1.38,"8,611,111","5,347,222",7,0,5,7,"[55.70270425, 12.572263776860414]"
1359,19-20,Aug 16 2019,6,Mads-Kristoffer Kristoffersen,Nature Energy Park (Odense),5118,Randers,København,Lost,Won,0,3,0,1,0,0,9,16,"4,513,889",0.35,19,9,0,0,2,2,5,7,3.06,"17,708,333","10,763,889",1.53,1.59,"6,041,667",2.23,0,10,9,6,"[55.397745, 10.35022492586062]"
1360,19-20,Aug 16 2019,6,Mikkel Redder,Right to Dream Park (Farum),2107,Nordsjælland,OB,Won,Lost,3,0,2,0,1,0,6,18,0.49,0.51,5,4,0,0,3,1,3,11,2.05,3.55,2.06,"8,680,556","6,458,333","5,902,778",2,3,6,3,12,"[55.81619865, 12.353032590985052]"
1361,19-20,Aug 18 2019,6,Michael Tykgaard,Aalborg Portland Park (Aalborg),3277,Silkeborg,Sønderjyske,Draw,Draw,1,1,3,3,1,0,11,11,0.55,0.45,9,7,0,0,1,2,7,7,3.45,"19,097,222","10,486,111",1.47,1.52,1.38,"8,819,444",5,6,6,5,"[57.05203525, 9.898599342025985]"
1362,19-20,Aug 18 2019,6,Sandi Putros,CASA Arena Horsens (Horsens),3396,Esbjerg,Lyngby,Won,Lost,3,0,1,0,1,0,10,11,"4,375",0.37,10,9,1,0,2,2,3,4,"9,305,556",3.08,4.45,1.54,"4,930,556",1.26,1.44,6,3,4,8,"[55.87177805, 9.8575207272862]"
1363,19-20,Aug 18 2019,6,Jakob Kehlet,DS Arena (Hobro),6978,Midtjylland,Hobro,Draw,Draw,1,1,1,1,0,0,8,7,0.33,"4,652,778",13,12,0,0,2,1,7,6,1.34,5,8.25,"8,680,556",1.05,1.25,1.11,3,6,5,1,"[56.633153750000005, 9.817017587976746]"
1364,19-20,Aug 18 2019,6,Jens Maae,Sydbank Park (Haderslev),11349,Brøndby,AaB,Won,Lost,3,0,2,1,1,0,13,11,0.58,0.42,10,5,0,0,1,1,4,8,2.01,3.05,3.25,"9,861,111",1.04,1.41,1.05,4,6,9,5,"[55.2613291, 9.487707200000001]"
1365,19-20,Aug 19 2019,6,Jørgen Daugbjerg Burchardt,Cepheus Park Randers (Randers),7162,AGF,Horsens,Won,Lost,3,0,2,0,1,0,12,7,0.47,0.53,10,11,0,0,2,1,6,4,"9,930,556",3.06,4.01,1.37,"10,694,444",1.09,"6,458,333",10,2,2,5,"[56.46607165, 10.010154126188361]"
1366,19-20,Aug 23 2019,7,Morten Krogh,Right to Dream Park (Farum),2274,Hobro,OB,Draw,Draw,1,1,0,0,0,0,5,10,"4,305,556",0.38,11,11,0,0,3,4,4,3,3.08,3.55,"10,486,111",1.25,1.29,"0,05",1.05,0,4,5,6,"[55.81619865, 12.353032590985052]"
1367,19-20,Aug 25 2019,7,Anders Poulsen,JYSK park (Silkeborg),3226,Lyngby,Randers,Won,Lost,3,0,2,0,1,0,10,20,0.53,0.47,5,16,0,0,0,2,5,4,3.05,3.05,2.02,1.23,1.34,1.21,"10,763,889",4,4,6,16,"[56.184187, 9.5751522579733]"
1368,19-20,Aug 25 2019,7,Jakob A. Sundberg,Blue Water Arena (Esbjerg),3849,Esbjerg,Silkeborg,Draw,Draw,1,1,2,2,1,1,10,9,0.54,0.46,6,8,0,0,2,2,6,5,"9,513,889","18,402,778",4.25,1.45,0.09,1.58,1.04,8,3,2,6,"[55.48194305, 8.438397123328269]"
1369,19-20,Aug 25 2019,7,Peter Kjærsgaard-Andersen,MCH Arena (Herning),5028,Sønderjyske,Midtjylland,Lost,Won,0,3,0,2,0,1,5,19,"4,444,444",0.36,13,16,0,0,3,2,5,8,3.03,3.55,2.01,1.38,1.24,"4,375",2.01,0,8,5,11,"[56.1169164, 8.951716477487706]"
1370,19-20,Aug 25 2019,7,Mads-Kristoffer Kristoffersen,Brøndby Stadion (Brøndby),14145,Brøndby,AGF,Lost,Won,0,3,0,3,0,0,11,15,0.36,"4,444,444",10,7,0,0,2,3,8,3,"10,486,111","17,708,333",3.06,"9,097,222",1.23,1.28,1.56,3,4,8,11,"[55.6480283, 12.4154952]"
1371,19-20,Aug 25 2019,7,Jørgen Daugbjerg Burchardt,Ceres Park (Århus),11316,København,Nordsjælland,Won,Lost,3,0,3,1,1,1,14,13,0.37,"4,375",7,9,0,0,1,2,3,7,"8,680,556","19,097,222",4.09,1.56,"8,472,222","9,652,778","8,680,556",6,8,8,5,"[56.1327356, 10.196762]"
1372,19-20,Aug 26 2019,7,Benjamin Willaume-Jantzen,DS Arena (Hobro),2709,Horsens,AaB,Lost,Won,0,3,0,5,0,2,6,13,"4,236,111",0.39,11,9,0,0,2,3,3,7,3.25,3.35,2.15,1.11,1.43,"6,527,778","8,958,333",4,7,2,6,"[56.633153750000005, 9.817017587976746]"
1373,19-20,Aug 30 2019,8,Sandi Putros,Lyngby Stadion (Lyngby),7337,OB,Sønderjyske,Draw,Draw,1,1,0,0,0,0,18,7,0.39,"4,236,111",8,11,0,1,1,5,5,0,"9,930,556",3.08,"18,402,778","9,305,556",1.57,"10,972,222",1,3,5,15,2,"[55.7813228, 12.505714505112913]"
1374,19-20,Aug 31 2019,8,Michael Tykgaard,Blue Water Arena (Esbjerg),2529,Nordsjælland,Hobro,Won,Lost,3,0,2,1,2,1,19,8,0.39,"4,236,111",6,9,0,0,0,3,6,3,1.48,4.04,6.01,1.38,1.07,2.05,1.11,7,4,12,4,"[55.48194305, 8.438397123328269]"
1375,19-20,Sep 01 2019,8,Jens Maae,Sydbank Park (Haderslev),10420,AGF,Esbjerg,Won,Lost,3,0,1,0,1,0,9,10,0.05,0.05,9,13,0,0,1,3,3,7,2.05,3.03,3.06,"8,611,111",1.01,1.22,1.23,4,4,5,6,"[55.2613291, 9.487707200000001]"
1376,19-20,Sep 01 2019,8,Mikkel Redder,Brøndby Stadion (Brøndby),4021,Randers,Silkeborg,Won,Lost,3,0,2,0,1,0,19,6,0.05,0.05,7,6,0,0,1,1,6,2,1.08,"17,708,333",4.02,1.31,"6,527,778",2.03,"5,972,222",7,2,12,4,"[55.6480283, 12.4154952]"
1377,19-20,Sep 01 2019,8,Aydin Uslu,Telia Parken (København),1234,Horsens,Lyngby,Won,Lost,3,0,2,1,0,1,13,4,0.55,0.45,12,12,0,0,1,2,12,2,2.25,3.03,3.15,1.07,"6,597,222","8,888,889","4,305,556",5,2,8,2,"[55.70270425, 12.572263776860414]"
1378,19-20,Sep 01 2019,8,Jakob Kehlet,CASA Arena Horsens (Horsens),11645,AaB,København,Won,Lost,3,0,1,0,1,0,10,12,"4,583,333",0.34,16,13,0,0,4,1,2,1,3.01,3.35,2.25,"8,472,222","9,375",1.31,1.53,6,5,4,7,"[55.87177805, 9.8575207272862]"
1379,19-20,Sep 01 2019,8,Jørgen Daugbjerg Burchardt,Nature Energy Park (Odense),10944,Midtjylland,Brøndby,Won,Lost,3,0,1,0,1,0,15,7,0.44,0.56,10,8,0,0,2,1,5,3,"9,513,889",4,"19,097,222",1.55,1.57,"8,611,111","6,875",4,4,11,3,"[55.397745, 10.35022492586062]"
1380,19-20,Sep 13 2019,9,Jens Maae,Right to Dream Park (Farum),4743,Sønderjyske,Horsens,Draw,Draw,1,1,0,0,0,0,15,9,0.37,"4,375",6,12,0,0,0,0,8,4,"9,930,556",3.06,4.33,1.19,"8,402,778","10,486,111",1.16,7,4,8,5,"[55.81619865, 12.353032590985052]"
1381,19-20,Sep 15 2019,9,Anders Poulsen,Ceres Park (Århus),10235,AGF,AaB,Won,Lost,3,0,3,0,2,0,19,12,0.56,0.44,13,11,0,0,2,1,6,6,2.05,3.05,"12,708,333",1.05,1.05,2.08,1.27,8,5,11,7,"[56.1327356, 10.196762]"
1382,19-20,Sep 15 2019,9,Morten Krogh,Cepheus Park Randers (Randers),3422,Esbjerg,Randers,Lost,Won,0,3,0,3,0,1,7,12,0.54,0.46,14,14,1,0,2,0,0,8,2.35,3.25,3,1.48,1.49,"5,277,778","9,444,444",0,7,7,5,"[56.46607165, 10.010154126188361]"
1383,19-20,Sep 15 2019,9,Mads-Kristoffer Kristoffersen,CASA Arena Horsens (Horsens),4139,Lyngby,Midtjylland,Lost,Won,0,3,0,3,0,1,8,14,0.53,0.47,7,11,0,0,1,1,5,3,5.55,4.02,1.54,1.22,1.52,1.18,1.07,5,7,3,7,"[55.87177805, 9.8575207272862]"
1384,19-20,Sep 15 2019,9,Peter Kjærsgaard-Andersen,Aalborg Portland Park (Aalborg),5428,Hobro,København,Won,Lost,3,0,2,1,2,1,13,12,"5,069,444",0.27,13,8,0,0,3,0,3,11,6,4.25,1.51,1.12,1.07,1.57,1.07,8,4,5,8,"[57.05203525, 9.898599342025985]"
1385,19-20,Sep 15 2019,9,Jakob Kehlet,MCH Arena (Herning),14648,Brøndby,Nordsjælland,Won,Lost,3,0,4,2,2,0,12,16,0.49,0.51,8,5,0,0,2,2,5,10,2.05,"19,097,222",3.01,"8,541,667","8,472,222",1.49,2.07,6,10,6,6,"[56.1169164, 8.951716477487706]"
1386,19-20,Sep 16 2019,9,Benjamin Willaume-Jantzen,Sydbank Park (Haderslev),3502,Silkeborg,OB,Lost,Won,0,3,0,3,0,2,7,24.00.00,0.58,0.42,12,7,0,0,3,1,4,4,"18,402,778",4.05,1.08,1.44,1.34,"6,319,444","12,569,444",3,9,4,15,"[55.2613291, 9.487707200000001]"
1387,19-20,Sep 20 2019,10,Mikkel Redder,Ceres Park (Århus),10441,OB,AGF,Lost,Won,0,3,1,2,0,1,13,11,0.03,0.07,5,12,0,0,0,4,3,2,2.26,3.04,3.02,1.08,1.03,1.42,1.02,2,4,11,7,"[56.1327356, 10.196762]"
1388,19-20,Sep 22 2019,10,Aydin Uslu,Blue Water Arena (Esbjerg),2453,Hobro,Sønderjyske,Draw,Draw,1,1,1,1,0,1,17,13,0.52,0.48,18,16,0,0,3,3,5,8,"13,541,667",3.03,2.05,1.21,1.43,1.58,1.39,3,4,14,9,"[55.48194305, 8.438397123328269]"
1389,19-20,Sep 22 2019,10,Morten Krogh,Lyngby Stadion (Lyngby),3031,Nordsjælland,AaB,Won,Lost,3,0,2,1,2,0,17,18,0.46,0.54,9,4,0,0,1,1,8,1,2.25,3.06,"14,930,556",1.55,1.45,2.08,2.14,7,10,10,8,"[55.7813228, 12.505714505112913]"
1390,19-20,Sep 22 2019,10,Jørgen Daugbjerg Burchardt,DS Arena (Hobro),2452,Silkeborg,Lyngby,Lost,Won,0,3,2,3,2,1,13,21,0.41,0.59,16,8,0,0,1,0,4,9,2.03,3.05,"14,930,556",1.31,"6,041,667",1.41,2.41,4,10,9,11,"[56.633153750000005, 9.817017587976746]"
1391,19-20,Sep 22 2019,10,Michael Tykgaard,Brøndby Stadion (Brøndby),5907,Esbjerg,Brøndby,Won,Lost,3,0,3,1,2,1,10,12,"4,652,778",0.33,9,12,0,0,1,1,5,6,"18,402,778",3.08,"10,208,333",1.34,1.38,1.33,1.37,6,3,4,9,"[55.6480283, 12.4154952]"
1392,19-20,Sep 22 2019,10,Jakob Kehlet,JYSK park (Silkeborg),24464,København,Midtjylland,Draw,Draw,1,1,0,0,0,0,11,19,0.44,0.56,12,19,0,1,2,4,6,8,2.04,3.02,"14,930,556","8,611,111",1.57,1.25,"9,583,333",2,4,9,15,"[56.184187, 9.5751522579733]"
1393,19-20,Sep 23 2019,10,Sandi Putros,Nature Energy Park (Odense),3379,Randers,Horsens,Won,Lost,3,0,2,1,2,1,9,13,0.53,0.47,14,8,0,1,2,1,3,3,"10,208,333",3.05,4,1.49,1.49,1.13,1.44,4,3,5,10,"[55.397745, 10.35022492586062]"
1394,19-20,Sep 27 2019,11,Jakob A. Sundberg,DS Arena (Hobro),3093,Lyngby,Hobro,Won,Lost,3,0,2,1,1,0,12,11,0.49,0.51,12,10,0,0,2,3,4,7,"10,763,889",3.05,"19,097,222",1.21,1.08,1.36,1.23,4,4,8,7,"[56.633153750000005, 9.817017587976746]"
1395,19-20,Sep 28 2019,11,Mads-Kristoffer Kristoffersen,Right to Dream Park (Farum),18393,København,Silkeborg,Won,Lost,3,0,4,2,4,0,10,10,0.04,0.06,7,10,0,0,0,0,1,3,1.18,7.05,14.05,1.54,"6,388,889",1.47,1.17,5,5,5,5,"[55.81619865, 12.353032590985052]"
1396,19-20,Sep 29 2019,11,Benjamin Willaume-Jantzen,JYSK park (Silkeborg),9149,AGF,Nordsjælland,Won,Lost,3,0,3,1,1,1,16,15,0.06,0.04,6,13,0,0,3,2,4,4,2.25,3.07,3,"8,611,111","9,097,222","8,402,778","10,069,444",4,6,12,9,"[56.184187, 9.5751522579733]"
1397,19-20,Sep 29 2019,11,Peter Kjærsgaard-Andersen,Blue Water Arena (Esbjerg),5083,AaB,Randers,Lost,Won,0,3,0,3,0,1,12,17,0.41,0.59,12,18,0,0,3,3,8,4,2,"17,013,889",3.06,1.54,1.55,1.49,"10,347,222",4,8,8,9,"[55.48194305, 8.438397123328269]"
1398,19-20,Sep 29 2019,11,Jens Maae,Telia Parken (København),8618,Midtjylland,OB,Lost,Won,0,3,0,1,0,0,19,6,0.37,"4,375",8,9,0,0,2,3,6,4,1.59,4.05,5.07,1.57,1.06,2.18,"4,930,556",6,2,13,4,"[55.70270425, 12.572263776860414]"
1399,19-20,Sep 29 2019,11,Anders Poulsen,Cepheus Park Randers (Randers),6067,Sønderjyske,Brøndby,Won,Lost,3,0,2,1,1,0,22,13,"4,236,111",0.39,9,9,0,0,3,1,10,7,"14,236,111","17,013,889",2.03,1.33,1.37,2.02,1.48,6,5,16,8,"[56.46607165, 10.010154126188361]"
1400,19-20,Sep 30 2019,11,Jakob Kehlet,Lyngby Stadion (Lyngby),1954,Horsens,Esbjerg,Draw,Draw,1,1,1,1,1,0,10,14,0.51,0.49,11,11,0,0,3,2,1,4,2.09,3.01,2.05,1.19,1.14,1.03,1.08,4,6,6,8,"[55.7813228, 12.505714505112913]"
1401,19-20,Oct 04 2019,12,Mikkel Redder,Telia Parken (København),3090,Nordsjælland,Lyngby,Draw,Draw,1,1,1,1,1,0,22,9,0.48,0.52,10,7,0,0,2,2,5,3,1.31,"26,736,111","34,375",875,1.18,2.41,1.18,8,5,14,4,"[55.70270425, 12.572263776860414]"
1402,19-20,Oct 05 2019,12,Benjamin Willaume-Jantzen,Ceres Park (Århus),2734,Hobro,AaB,Lost,Won,0,3,0,2,0,1,8,12,"4,444,444",0.36,11,10,0,0,2,2,4,3,4,3.06,"10,208,333",1.27,1.57,"6,736,111",1.05,2,4,6,8,"[56.1327356, 10.196762]"
1403,19-20,Oct 06 2019,12,Sandi Putros,Aalborg Portland Park (Aalborg),3718,Esbjerg,Sønderjyske,Lost,Won,0,3,1,2,0,0,12,13,0.48,0.52,11,11,0,0,4,1,1,5,2.07,3.15,"12,847,222",1.34,1.42,1.37,1.37,4,3,8,10,"[57.05203525, 9.898599342025985]"
1404,19-20,Oct 06 2019,12,Jørgen Daugbjerg Burchardt,MCH Arena (Herning),21746,Brøndby,København,Won,Lost,3,0,3,1,2,1,12,8,0.57,0.43,17,19,0,1,3,3,4,1,"14,236,111",3.04,2.04,1.06,1.07,1.35,1.14,5,4,7,4,"[56.1169164, 8.951716477487706]"
1405,19-20,Oct 06 2019,12,Peter Kjærsgaard-Andersen,Sydbank Park (Haderslev),6442,OB,Horsens,Won,Lost,3,0,3,0,2,0,12,14,0.59,0.41,6,9,1,0,0,3,1,8,"8,680,556",3.08,5.15,"9,166,667",1.48,1.31,1.08,6,6,6,8,"[55.2613291, 9.487707200000001]"
1406,19-20,Oct 06 2019,12,,CASA Arena Horsens (Horsens),9748,Randers,AGF,Won,Lost,3,0,2,0,0,0,6,6,"4,236,111",0.39,14,14,0,0,5,2,2,5,2.08,3.25,2.05,1.42,1.28,"4,791,667","6,597,222",3,4,3,2,"[55.87177805, 9.8575207272862]"
1407,19-20,Oct 06 2019,12,Jakob Kehlet,Right to Dream Park (Farum),4773,Silkeborg,Midtjylland,Lost,Won,0,3,1,2,0,1,10,23,0.54,0.46,8,5,0,0,2,1,1,9,8.25,"25,347,222",1.31,1.33,"8,402,778",1.22,"14,375",4,10,6,13,"[55.81619865, 12.353032590985052]"
