index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off,h_total_shots,a_total_shots,gps,lon,lat,reg,city
52,13-14,Sep 22 2013,9,,Telia Parken,11008,Kobenhavn,OB,Won,Lost,3,0,2,1,0,1,50,50,13,10,0,0,4,3,12,3,1.52,4.57,6.5,0,0,0,0,3,6,10,4,13,10,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
53,13-14,Sep 23 2013,9,,Harboe Arena Slagelse,5285,Vestsjaelland,Esbjerg,Lost,Won,0,3,1,3,0,3,49,51,7,13,0,0,2,2,3,8,3.17,3.34,2.41,0,0,0,0,2,3,4,4,6,7,"[55.40040215, 11.364318154012732, 'Region SjÃ¦lland']",55.40040215,11.36431815,Region Sjaelland,Slagelse
54,13-14,Sep 27 2013,10,,Energi Viborg Arena,4532,Viborg,Vestsjaelland,Won,Lost,3,0,2,0,0,0,48,52,4,5,0,0,0,0,6,11,2.36,3.43,3.17,0,0,0,0,4,0,6,6,10,6,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
55,13-14,Sep 28 2013,10,,Brondby Stadion,21798,Brondby,Kobenhavn,Won,Lost,3,0,3,2,2,0,47,53,16,8,0,1,2,0,4,5,3.44,3.55,2.19,0,0,0,0,6,0,2,8,8,8,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
56,13-14,Sep 29 2013,10,,Blue Water Arena,7741,Esbjerg,Sonderjyske,Won,Lost,3,0,4,1,2,0,52,48,13,14,0,0,3,5,4,6,2,3.6,3.97,0,0,0,0,9,3,7,8,16,11,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
57,13-14,Sep 29 2013,10,,Aalborg Portland Park,7447,AaB,AGF,Draw,Draw,1,1,0,0,0,0,47,53,5,16,0,0,0,1,1,3,2.07,3.67,3.64,0,0,0,0,2,2,4,4,6,6,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
58,13-14,Sep 29 2013,10,,EWII Park (Odense),8633,OB,Midtjylland,Draw,Draw,1,1,1,1,0,1,49,51,11,15,0,0,2,3,2,8,3.44,3.65,2.15,0,0,0,0,6,5,2,5,8,10,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
59,13-14,Sep 30 2013,10,,Right to Dream Park,4417,Nordsjaelland,Randers,Won,Lost,3,0,1,0,1,0,53,47,11,15,0,0,2,1,4,2,2.07,3.6,3.71,0,0,0,0,3,0,7,9,10,9,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
60,13-14,Oct 05 2013,11,,BioNutria Park Randers,7025,Randers,AGF,Draw,Draw,1,1,2,2,2,1,52,48,15,3,0,0,1,1,4,4,2.45,3.5,3.02,0,0,0,0,5,4,5,7,10,11,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
61,13-14,Oct 06 2013,11,,Blue Water Arena,6967,Esbjerg,OB,Lost,Won,0,3,1,3,1,1,53,47,11,10,0,0,1,2,6,3,1.9,3.84,4.09,0,0,0,0,13,4,4,2,17,6,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
62,13-14,Oct 06 2013,11,,Aalborg Portland Park,6872,AaB,Viborg,Won,Lost,3,0,3,1,2,1,51,49,7,12,0,0,2,1,11,4,1.74,3.96,5.01,0,0,0,0,6,4,11,5,17,9,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
63,13-14,Oct 06 2013,11,,Telia Parken,12258,Kobenhavn,Sonderjyske,Won,Lost,3,0,2,1,1,0,51,49,10,9,0,0,2,1,7,2,1.5,4.53,7.11,0,0,0,0,7,2,14,6,21,8,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
64,13-14,Oct 06 2013,11,,Right to Dream Park,9726,Nordsjaelland,Brondby,Draw,Draw,1,1,1,1,0,1,49,51,18,16,0,0,3,2,4,4,2.57,3.48,2.83,0,0,0,0,4,3,3,6,7,9,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
65,13-14,Oct 07 2013,11,,MCH Arena,6195,Midtjylland,Vestsjaelland,Draw,Draw,1,1,2,2,1,0,53,47,11,8,1,0,1,2,4,4,1.64,4.05,5.76,0,0,0,0,6,4,6,5,12,9,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
66,13-14,Oct 18 2013,12,,Ceres Park,7040,AGF,Nordsjaelland,Lost,Won,0,3,0,1,0,0,47,53,11,9,0,0,1,1,5,1,2.53,3.48,2.88,0,0,0,0,4,2,7,8,11,10,"[56.1327356, 10.196762, 'Region Midtjylland']",56.1327356,10.196762,Region Midtjylland,Aarhus
67,13-14,Oct 19 2013,12,,MCH Arena,6857,Midtjylland,Randers,Draw,Draw,1,1,1,1,1,0,50,50,15,8,0,0,2,2,3,6,1.67,4.01,5.47,0,0,0,0,5,3,5,3,10,6,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
68,13-14,Oct 20 2013,12,,Harboe Arena Slagelse,3213,Vestsjaelland,Esbjerg,Won,Lost,3,0,2,1,1,0,49,51,3,12,0,1,1,2,5,9,3.7,3.52,2.1,0,0,0,0,4,4,7,4,11,8,"[55.40040215, 11.364318154012732, 'Region SjÃ¦lland']",55.40040215,11.36431815,Region Sjaelland,Slagelse
69,13-14,Oct 20 2013,12,,Brondby Stadion,16607,Brondby,Viborg,Draw,Draw,1,1,0,0,0,0,53,47,9,13,0,0,0,1,4,6,1.62,4.2,5.77,0,0,0,0,4,2,8,7,12,9,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
70,13-14,Oct 20 2013,12,,Telia Parken,13693,Kobenhavn,AaB,Won,Lost,3,0,3,0,1,0,48,52,6,16,0,0,1,4,2,5,1.76,3.98,3.72,0,0,0,0,0,2,5,2,5,4,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
71,13-14,Oct 21 2013,12,,Sydbank Park,3169,Sonderjyske,OB,Lost,Won,0,3,1,5,0,1,49,51,6,9,0,0,1,0,5,9,2.58,3.55,2.77,0,0,0,0,2,9,12,4,14,13,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
72,13-14,Oct 25 2013,13,,Energi Viborg Arena,4221,Viborg,Vestsjaelland,Won,Lost,3,0,4,1,1,1,50,50,9,6,0,0,2,2,6,9,2.34,3.38,3.26,0,0,0,0,2,5,5,9,7,14,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
73,13-14,Oct 26 2013,13,,Right to Dream Park,5911,Nordsjaelland,Midtjylland,Won,Lost,3,0,2,1,1,1,49,51,12,16,0,0,0,2,5,5,2.9,3.49,2.51,0,0,0,0,6,10,8,5,14,15,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
74,13-14,Oct 27 2013,13,,Aalborg Portland Park,5469,AaB,Sonderjyske,Won,Lost,3,0,2,0,0,0,51,49,9,13,0,0,1,2,5,7,1.78,3.87,4.86,0,0,0,0,8,0,9,7,17,7,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
75,13-14,Oct 27 2013,13,,BioNutria Park Randers,5506,Randers,Kobenhavn,Draw,Draw,1,1,1,1,1,0,53,47,10,10,0,0,2,1,4,12,4,3.65,1.99,0,0,0,0,6,7,6,12,12,19,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
76,13-14,Oct 27 2013,13,,EWII Park (Odense),11524,OB,Brondby,Draw,Draw,1,1,0,0,0,0,50,50,7,12,0,0,2,1,6,4,2.87,3.64,2.46,0,0,0,0,9,9,8,2,17,11,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
77,13-14,Oct 28 2013,13,,Blue Water Arena,4165,Esbjerg,AGF,Lost,Won,0,3,0,2,0,1,41,59,14,12,0,0,2,2,5,6,2.12,3.63,3.56,0,0,0,0,7,3,10,5,17,8,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
78,13-14,Nov 01 2013,14,,Sydbank Park,1761,Sonderjyske,Randers,Lost,Won,0,3,1,3,1,2,57,43,17,12,0,0,3,1,5,6,2.87,3.34,2.61,0,0,0,0,3,5,5,2,8,7,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
79,13-14,Nov 02 2013,14,,Telia Parken,15397,Kobenhavn,Nordsjaelland,Won,Lost,3,0,4,0,0,0,45,55,12,9,0,0,0,1,5,3,1.75,3.93,4.93,0,0,0,0,5,4,8,4,13,8,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
80,13-14,Nov 02 2013,14,,Aalborg Portland Park,5289,AaB,OB,Won,Lost,3,0,1,0,0,0,46,54,6,7,0,0,1,1,5,8,1.98,3.74,3.88,0,0,0,0,10,6,8,4,18,10,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
81,13-14,Nov 03 2013,14,,Ceres Park,6785,AGF,Viborg,Won,Lost,3,0,2,1,1,0,47,53,7,14,0,0,1,2,8,4,1.83,3.76,4.62,0,0,0,0,6,3,4,3,10,6,"[56.1327356, 10.196762, 'Region Midtjylland']",56.1327356,10.196762,Region Midtjylland,Aarhus
82,13-14,Nov 03 2013,14,,MCH Arena,6726,Midtjylland,Esbjerg,Won,Lost,3,0,3,0,1,0,59,41,16,11,0,0,2,1,5,11,2.11,3.56,3.63,0,0,0,0,2,4,0,5,2,9,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
83,13-14,Nov 04 2013,14,,Harboe Arena Slagelse,5258,Vestsjaelland,Brondby,Lost,Won,0,3,0,2,0,0,61,39,16,10,0,0,2,1,2,5,3.56,3.49,2.16,0,0,0,0,5,7,9,3,14,10,"[55.40040215, 11.364318154012732, 'Region SjÃ¦lland']",55.40040215,11.36431815,Region Sjaelland,Slagelse
84,13-14,Nov 08 2013,15,,Energi Viborg Arena,7563,Viborg,Midtjylland,Lost,Won,0,3,2,3,0,1,52,48,11,11,0,1,2,3,3,4,3.76,3.63,2.05,0,0,0,0,7,4,7,4,14,8,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
85,13-14,Nov 09 2013,15,,Right to Dream Park,3217,Nordsjaelland,Sonderjyske,Won,Lost,3,0,3,0,2,0,42,58,15,14,0,0,2,1,9,8,1.69,3.95,5.37,0,0,0,0,6,5,9,2,15,7,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
86,13-14,Nov 10 2013,15,,EWII Park (Odense),7813,OB,Vestsjaelland,Lost,Won,0,3,1,3,0,2,45,55,4,8,0,0,0,2,5,6,1.83,3.74,4.62,0,0,0,0,4,3,5,6,9,9,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
87,13-14,Nov 10 2013,15,,Blue Water Arena,7663,Esbjerg,Kobenhavn,Draw,Draw,1,1,1,1,1,0,57,43,16,4,0,0,4,1,3,6,4.02,3.62,1.98,0,0,0,0,8,4,4,4,12,8,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
88,13-14,Nov 10 2013,15,,Brondby Stadion,12790,Brondby,AGF,Won,Lost,3,0,3,0,0,0,42,58,10,14,0,0,2,0,0,8,2.1,3.58,3.63,0,0,0,0,6,5,4,5,10,10,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
89,13-14,Nov 11 2013,15,,BioNutria Park Randers,5624,Randers,AaB,Lost,Won,0,3,1,4,0,2,46,54,16,11,1,0,5,5,4,4,3.2,3.46,2.33,0,0,0,0,4,4,7,3,11,7,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
90,13-14,Nov 22 2013,16,,Sydbank Park,1656,Sonderjyske,Esbjerg,Won,Lost,3,0,1,0,1,0,55,45,11,7,1,1,3,1,5,4,3.58,3.5,2.15,0,0,0,0,8,7,7,8,15,15,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
91,13-14,Nov 23 2013,16,,BioNutria Park Randers,3824,Randers,OB,Draw,Draw,1,1,1,1,1,0,50,50,14,16,0,0,1,2,8,2,2.54,3.43,2.9,0,0,0,0,3,6,2,2,5,8,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
92,13-14,Nov 24 2013,16,,Ceres Park,5959,AGF,Vestsjaelland,Draw,Draw,1,1,2,2,1,1,52,48,12,13,0,0,3,3,4,3,2.02,3.54,4,0,0,0,0,5,9,3,3,8,12,"[56.1327356, 10.196762, 'Region Midtjylland']",56.1327356,10.196762,Region Midtjylland,Aarhus
93,13-14,Nov 24 2013,16,,Telia Parken,14227,Kobenhavn,Viborg,Won,Lost,3,0,4,1,3,1,50,50,11,5,0,0,3,1,3,3,1.42,4.86,8.34,0,0,0,0,4,2,4,3,8,5,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
94,13-14,Nov 24 2013,16,,MCH Arena,10017,Midtjylland,Brondby,Lost,Won,0,3,0,1,0,0,51,49,10,10,0,0,2,1,6,5,2.47,3.42,3.01,0,0,0,0,3,3,9,4,12,7,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
95,13-14,Nov 25 2013,16,,Aalborg Portland Park,5561,AaB,Nordsjaelland,Draw,Draw,1,1,1,1,1,1,59,41,10,10,0,0,1,2,1,6,2.03,3.59,3.9,0,0,0,0,4,8,1,7,5,15,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
96,13-14,Nov 29 2013,17,,Harboe Arena Slagelse,3147,Vestsjaelland,Midtjylland,Lost,Won,0,3,0,1,0,1,45,55,10,11,0,0,1,3,8,4,3.58,3.41,2.18,0,0,0,0,5,2,5,3,10,5,"[55.40040215, 11.364318154012732, 'Region SjÃ¦lland']",55.40040215,11.36431815,Region Sjaelland,Slagelse
97,13-14,Nov 30 2013,17,,Energi Viborg Arena,3478,Viborg,Sonderjyske,Draw,Draw,1,1,2,2,1,1,51,49,15,9,0,0,3,1,5,10,2.37,3.46,3.13,0,0,0,0,4,5,5,3,9,8,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
98,13-14,Dec 01 2013,17,,Right to Dream Park,3726,Nordsjaelland,Randers,Draw,Draw,1,1,1,1,1,1,37,63,7,12,0,0,2,2,6,4,1.86,3.68,4.51,0,0,0,0,10,2,9,2,19,4,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
99,13-14,Dec 01 2013,17,,EWII Park (Odense),5728,OB,AGF,Won,Lost,3,0,4,1,2,0,49,51,13,5,0,0,2,1,5,1,0,0,0,0,0,0,0,12,5,8,7,20,12,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
100,13-14,Dec 01 2013,17,,Brondby Stadion,21624,Brondby,Kobenhavn,Lost,Won,0,3,1,3,1,3,51,49,10,16,0,0,1,2,5,5,2.99,3.4,2.49,0,0,0,0,3,4,6,3,9,7,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
101,13-14,Dec 02 2013,17,,Blue Water Arena,5013,Esbjerg,AaB,Draw,Draw,1,1,2,2,1,2,37,63,5,11,0,0,1,2,8,2,2.79,3.44,2.63,0,0,0,0,11,2,9,4,20,6,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
102,13-14,Dec 06 2013,18,,Right to Dream Park,3413,Nordsjaelland,OB,Won,Lost,3,0,2,0,1,0,42,58,8,7,0,0,0,0,4,5,2.08,3.64,3.65,0,0,0,0,5,6,5,5,10,11,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
103,13-14,Dec 07 2013,18,,Telia Parken,11179,Kobenhavn,Vestsjaelland,Won,Lost,3,0,1,0,0,0,50,50,6,8,0,0,2,2,2,2,1.36,5.16,9.77,0,0,0,0,4,3,7,3,11,6,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
104,13-14,Dec 08 2013,18,,BioNutria Park Randers,4114,Randers,Esbjerg,Won,Lost,3,0,1,0,0,0,45,55,13,11,0,0,1,0,7,3,2.67,3.33,2.81,0,0,0,0,3,9,8,3,11,12,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
105,13-14,Dec 08 2013,18,,MCH Arena,5149,Midtjylland,AGF,Won,Lost,3,0,3,0,3,0,44,56,15,9,1,0,2,3,3,3,1.93,3.69,4.13,0,0,0,0,7,3,5,2,12,5,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
106,13-14,Dec 08 2013,18,,Sydbank Park,2572,Sonderjyske,Brondby,Draw,Draw,1,1,1,1,1,1,53,47,10,10,0,0,2,2,4,5,4.25,3.57,1.94,0,0,0,0,3,0,7,3,10,3,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
107,13-14,Dec 09 2013,18,,Aalborg Portland Park,7796,AaB,Viborg,Won,Lost,3,0,5,0,3,0,49,51,4,9,0,0,0,0,2,3,1.63,4.14,5.74,0,0,0,0,3,0,7,6,10,6,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
108,13-14,Feb 21 2014,19,,Harboe Arena Slagelse,2454,Vestsjaelland,Sonderjyske,Lost,Won,0,3,0,4,0,1,35,65,10,9,0,0,2,1,4,5,2.22,3.38,3.52,0,0,0,0,6,4,8,5,14,9,"[55.40040215, 11.364318154012732, 'Region SjÃ¦lland']",55.40040215,11.36431815,Region Sjaelland,Slagelse
109,13-14,Feb 22 2014,19,,EWII Park (Odense),7783,OB,Midtjylland,Won,Lost,3,0,2,1,1,1,49,51,16,19,0,0,1,1,4,2,2.92,3.45,2.51,0,0,0,0,3,7,3,6,6,13,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
110,13-14,Feb 23 2014,19,,Energi Viborg Arena,1546,Viborg,Randers,Draw,Draw,1,1,1,1,0,0,58,42,16,11,0,0,1,2,4,7,2.92,3.35,2.57,0,0,0,0,4,4,3,5,7,9,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
111,13-14,Feb 23 2014,19,,Ceres Park,9510,AGF,Kobenhavn,Draw,Draw,1,1,1,1,0,0,48,52,17,15,0,0,2,2,2,7,0,0,0,0,0,0,0,3,4,0,10,3,14,"[56.1327356, 10.196762, 'Region Midtjylland']",56.1327356,10.196762,Region Midtjylland,Aarhus
112,13-14,Feb 23 2014,19,,Brondby Stadion,15893,Brondby,AaB,Draw,Draw,1,1,2,2,1,1,44,56,11,10,0,0,2,2,8,2,2.23,3.38,3.49,0,0,0,0,10,3,7,6,17,9,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
113,13-14,Feb 24 2014,19,,Blue Water Arena,5159,Esbjerg,Nordsjaelland,Won,Lost,3,0,2,1,1,0,51,49,11,5,0,0,1,0,10,3,2.55,3.48,2.85,0,0,0,0,7,5,6,6,13,11,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
114,13-14,Feb 28 2014,20,,Right to Dream Park,3112,Nordsjaelland,Viborg,Won,Lost,3,0,2,0,1,0,35,65,8,17,0,0,0,1,7,2,1.66,4.05,5.56,0,0,0,0,9,2,9,4,18,6,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
115,13-14,Mar 01 2014,20,,Sydbank Park,2928,Sonderjyske,AGF,Lost,Won,0,3,1,2,1,0,65,35,10,12,0,0,2,2,8,3,0,0,0,0,0,0,0,6,6,6,3,12,9,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
116,13-14,Mar 02 2014,20,,Blue Water Arena,6312,Esbjerg,OB,Won,Lost,3,0,1,0,1,0,41,59,12,11,0,0,1,1,20,3,2.5,3.44,2.95,0,0,0,0,5,4,7,1,12,5,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
117,13-14,Mar 02 2014,20,,Aalborg Portland Park,5519,AaB,Vestsjaelland,Draw,Draw,1,1,0,0,0,0,30,70,6,14,0,0,0,4,11,6,1.63,4.11,5.82,0,0,0,0,4,2,9,5,13,7,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
118,13-14,Mar 02 2014,20,,BioNutria Park Randers,6267,Randers,Brondby,Lost,Won,0,3,0,1,0,0,50,50,12,7,1,0,2,1,5,4,3.14,3.37,2.41,0,0,0,0,7,2,4,2,11,4,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
119,13-14,Mar 02 2014,20,,Telia Parken,20764,Kobenhavn,Midtjylland,Lost,Won,0,3,1,5,1,3,51,49,9,12,1,0,1,3,5,4,1.74,3.91,5.04,0,0,0,0,3,8,5,5,8,13,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
120,13-14,Mar 07 2014,21,,Harboe Arena Slagelse,2201,Vestsjaelland,Randers,Draw,Draw,1,1,1,1,0,0,66,34,15,7,0,0,2,3,2,9,2.61,3.3,2.9,0,0,0,0,3,5,1,6,4,11,"[55.40040215, 11.364318154012732, 'Region SjÃ¦lland']",55.40040215,11.36431815,Region Sjaelland,Slagelse
121,13-14,Mar 08 2014,21,,Ceres Park,6570,AGF,AaB,Lost,Won,0,3,2,5,1,4,46,54,10,4,0,0,0,0,5,6,3.93,3.62,2,0,0,0,0,6,6,2,4,8,10,"[56.1327356, 10.196762, 'Region Midtjylland']",56.1327356,10.196762,Region Midtjylland,Aarhus
122,13-14,Mar 09 2014,21,,Energi Viborg Arena,3834,Viborg,Esbjerg,Lost,Won,0,3,1,3,1,1,61,39,11,14,0,0,1,3,4,5,3.82,3.56,2.05,0,0,0,0,3,3,7,11,10,14,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
123,13-14,Mar 09 2014,21,,Brondby Stadion,18086,Brondby,Nordsjaelland,Won,Lost,3,0,4,1,1,0,45,55,11,8,0,0,2,1,4,7,2.21,3.46,3.46,0,0,0,0,9,4,3,8,12,12,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
124,13-14,Mar 09 2014,21,,EWII Park (Odense),10574,OB,Kobenhavn,Lost,Won,0,3,0,1,0,0,45,55,13,14,0,0,2,2,2,2,4.21,3.75,1.9,0,0,0,0,6,3,4,6,10,9,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
125,13-14,Mar 10 2014,21,,MCH Arena,8164,Midtjylland,Sonderjyske,Won,Lost,3,0,2,0,1,0,44,56,16,21,0,0,2,2,2,3,1.52,4.47,6.76,0,0,0,0,5,3,3,4,8,7,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
126,13-14,Mar 14 2014,22,,Sydbank Park,3871,Sonderjyske,Kobenhavn,Draw,Draw,1,1,0,0,0,0,59,41,13,13,0,0,4,2,6,5,5.04,3.95,1.73,0,0,0,0,2,6,4,7,6,13,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
127,13-14,Mar 15 2014,22,,Right to Dream Park,3382,Nordsjaelland,Vestsjaelland,Lost,Won,0,3,1,2,1,1,31,69,12,9,0,0,3,1,7,2,1.7,3.86,5.42,0,0,0,0,4,4,8,2,12,6,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
128,13-14,Mar 16 2014,22,,EWII Park (Odense),5618,OB,Viborg,Draw,Draw,1,1,1,1,1,0,47,53,9,15,0,0,2,3,6,2,1.7,4,5.24,0,0,0,0,6,3,4,2,10,5,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
129,13-14,Mar 16 2014,22,,Aalborg Portland Park,11530,AaB,Midtjylland,Won,Lost,3,0,1,0,1,0,49,51,11,10,0,0,0,1,8,3,2.38,3.47,3.11,0,0,0,0,4,5,7,6,11,11,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
130,13-14,Mar 16 2014,22,,Blue Water Arena,11417,Esbjerg,Brondby,Draw,Draw,1,1,0,0,0,0,42,58,12,8,0,0,3,2,10,6,2.6,3.4,2.85,0,0,0,0,3,4,11,2,14,6,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
131,13-14,Mar 17 2014,22,,BioNutria Park Randers,5900,Randers,AGF,Lost,Won,0,3,1,3,1,2,31,69,11,7,0,1,2,4,13,3,2.17,3.43,3.6,0,0,0,0,5,4,11,3,16,7,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
132,13-14,Mar 21 2014,23,,Harboe Arena Slagelse,3167,Vestsjaelland,Viborg,Lost,Won,0,3,0,1,0,1,52,48,16,12,0,0,0,1,4,3,2.07,3.51,3.82,0,0,0,0,4,8,6,2,10,10,"[55.40040215, 11.364318154012732, 'Region SjÃ¦lland']",55.40040215,11.36431815,Region Sjaelland,Slagelse
